property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,south_lat,north_lat,west_lon,east_lon,geojson
house,sushant lok 1 builder floors,sector 43,1.95,10078.0,3,4,3+,4.0,New Property,1935.0,0,1,0,0,0,1,78,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,landmark house,sector 43,2.75,25463.0,3,3,1,2.0,Moderately Old,1080.0,0,0,0,1,0,0,21,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2034.0,1,1,1,0,0,0,46,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,dlf carlton estate,sector 43,2.0,14215.0,3,3,2,5.0,Moderately Old,1273.0,0,0,0,0,0,0,65,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,2.0,Old Property,3762.0,0,1,0,0,0,0,59,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,the rama apartment cghs,sector 43,2.5,10204.0,4,4,3+,4.0,Moderately Old,2722.0,0,1,0,0,0,0,26,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,27.5,24366.0,6,7,3+,3.0,Relatively New,11286.0,1,1,0,1,1,1,42,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,ansal maple heights,sector 43,1.5,12658.0,3,3,3+,7.0,Old Property,1385.0,0,0,1,0,0,1,174,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,3.0,Moderately Old,3762.0,1,1,1,1,0,2,160,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,sushant lok 1 builder floors,sector 43,13.0,48148.0,3,3,3+,4.0,New Property,2700.0,0,0,0,1,0,1,7,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,1.9,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,2,0,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,8.25,30556.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,1,64,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,dlf the icon,sector 43,6.0,26087.0,4,4,3+,18.0,Old Property,2556.0,0,1,0,0,0,1,150,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,3.35,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,0,9,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,1,49,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,5.5,19298.0,8,7,3+,3.0,Moderately Old,2850.0,1,1,0,1,1,1,123,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
flat,dlf wellington estate,sector 43,2.09,14615.0,3,3,2,11.0,Old Property,1294.0,0,0,0,0,0,1,79,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,5.3,27390.0,3,9,3+,3.0,Moderately Old,1935.0,0,1,0,0,0,1,71,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,1,0,1,160,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,8.49,31444.0,3,3,2,4.0,Relatively New,2700.0,0,1,0,1,0,1,21,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,2,49,28.4473152,28.4631626,77.0741115,77.0994329,"{'type': 'Polygon', 'coordinates': [[[77.0741115, 28.4588488], [77.0742953, 28.4543264], [77.0783132, 28.4485864], [77.0785694, 28.4482161], [77.0794759, 28.4473152], [77.081784, 28.448044], [77.0830874, 28.4484719], [77.0858019, 28.4495344], [77.0865637, 28.4498316], [77.0868319, 28.4498693], [77.0873294, 28.4498528], [77.0877368, 28.4498441], [77.0880979, 28.4498363], [77.0921306, 28.449999], [77.0951239, 28.4502537], [77.0953922, 28.4502301], [77.0967279, 28.4499943], [77.0971195, 28.4498764], [77.0984553, 28.4493953], [77.0986698, 28.449367], [77.0988915, 28.449362], [77.0994329, 28.4494778], [77.0989669, 28.4507692], [77.0977387, 28.4544433], [77.0974583, 28.4554744], [77.0973362, 28.4558624], [77.0964758, 28.4588512], [77.0957275, 28.4615336], [77.095257, 28.4631626], [77.0903326, 28.4624286], [77.0901552, 28.4624021], [77.0895688, 28.4622831], [77.0843453, 28.4611143], [77.0838476, 28.4609883], [77.081253, 28.4603871], [77.0809102, 28.4603077], [77.0797831, 28.4600504], [77.0774697, 28.4595332], [77.0741115, 28.4588488]]]}"
